PeriodIndex,PeakAmplitude
0,0.0
1,0.0
2,0.9047218719349868
3,0.9047218719349868
4,0.9078043996076781
5,0.9078043996076781
6,0.994115174443043
7,0.8985568165896034
8,0.0
9,0.0
