Index,Amplitude
0,0.0
1,0.020935697500534076
2,0.04187139500106815
3,0.06277657399212623
4,0.0836512344737083
5,0.10452589495529038
6,0.12530899990844446
7,0.14606158635212257
8,0.16675313577684867
9,0.18735312967314677
10,0.20789208655049288
11,0.228339487899411
12,0.24866481521042513
13,0.2688985869930113
14,0.2890102847376934
15,0.30899990844447156
16,0.3288369396038697
17,0.3485518967253639
18,0.3681142612994781
19,0.38749351481673633
20,0.40672017578661457
21,0.42576372569963683
22,0.4446241645558031
23,0.46327097384563737
24,0.4817346720786157
25,0.499984740745262
26,0.5180211798455764
27,0.5358134708700827
28,0.5533616138187811
29,0.5706961272011475
30,0.5877559739982299
31,0.6045716727195044
32,0.6211432233649709
33,0.6374095889156773
34,0.6534012878810999
35,0.6691183202612384
36,0.684530167546617
37,0.6996368297372356
38,0.7144688253425703
39,0.728965117343669
40,0.7431257057405316
41,0.7569811090426344
42,0.7705008087405011
43,0.7836848048341319
44,0.7965025788140507
45,0.8090151676992096
46,0.8211310159611804
47,0.8329111606189153
48,0.8443250831629383
49,0.8553422650837733
50,0.8660237434003724
51,0.8762779625843073
52,0.8861964781640065
53,0.8956877346110416
54,0.9048127689443648
55,0.9135410626545
56,0.9218420972319712
57,0.9297463911862545
58,0.9372539445173498
59,0.9443647572252571
60,0.9510483108005005
61,0.9573046052430799
62,0.9631336405529954
63,0.9685659352397229
64,0.9735709707937864
65,0.97811822870571
66,0.9822687459944456
67,0.9859920041505172
68,0.989257484664449
69,0.9920957060457167
70,0.9945066682943206
71,0.9964903714102603
72,0.9980162968840601
73,0.9991149632251961
74,0.999755851924192
75,1.0
76,0.999755851924192
77,0.9991149632251961
78,0.9980162968840601
79,0.9964903714102603
80,0.9945066682943206
81,0.9920957060457167
82,0.989257484664449
83,0.9859920041505172
84,0.9822687459944456
85,0.97811822870571
86,0.9735709707937864
87,0.9685659352397229
88,0.9631336405529954
89,0.9573046052430799
90,0.9510483108005005
91,0.9443647572252571
92,0.9372539445173498
93,0.9297463911862545
94,0.9218420972319712
95,0.9135410626545
96,0.9048127689443648
